text,label,need_amb,source,is_synthetic
Blood donor fainted - pale but alert after juice,fainting,0.0,https://www.redcrossblood.org,0.0
"Ice fishing accident - submerged in freezing water, not breathing",drowning,1.0,(Synthetic),1.0
Elderly man fainted while standing - possible head injury from fall,fainting,1.0,(Synthetic),1.0
Pool water in nose - temporary discomfort,drowning,0.0,(Synthetic),1.0
Someone pulled out from sea – blue lips and not breathing,drowning,1,(Synthetic),1
Gasoline fire - burns over 30% of body,burns,1.0,(Synthetic),1.0
Deep cut from broken mirror - bleeding,wounds,1.0,https://www.redcross.org,0.0
Scorpion sting - mild and brief,scorpion_sting,0.0,(Synthetic),1.0
Cut hand while handling tin can – deep laceration,wounds,1,(Synthetic),1
Brief steam exposure - mild redness,burns,0.0,(Synthetic),1.0
Dog scratch from vaccinated pet - minor break in skin,rabies,0.0,(Synthetic),1.0
"Boat capsized - victim inhaled seawater, coughing blood",drowning,1.0,(Synthetic),1.0
Hiker bitten by copperhead - severe swelling within minutes,snake_bite,1.0,https://www.nps.gov,0.0
Teenager dragged by current while swimming,drowning,1,(Synthetic),1
Laceration from ceiling fan blade while cleaning,wounds,1,(Synthetic),1
Small scorpion - brief pain,scorpion_sting,0.0,(Synthetic),1.0
"Construction worker unconscious - no pulse, CPR started",cpr,1.0,https://www.osha.gov,0.0
Static shock - no harm,electric_shock,0.0,(Synthetic),1.0
Elderly man slumped in wheelchair - no pulse detected,cpr,1.0,https://www.heart.org,0.0
Boy gasping after swallowing large amount of water,drowning,1,(Synthetic),1
Woman fainted at concert - regained consciousness,fainting,0.0,https://www.nhs.uk,0.0
Minor scorpion sting - no systemic effects,scorpion_sting,0.0,(Synthetic),1.0
Allergic reaction to bee sting - hives spreading fast,bee_sting,1.0,(Synthetic),1.0
Garden snake bite,snake_bite,0.0,(Synthetic),1.0
Swallowed pool water - mild cough,drowning,0.0,(Synthetic),1.0
Girl fell off swing – won’t stop crying – arm swollen,fractures,1,(Synthetic),1
Fainted with seizure-like movements,fainting,1.0,(Synthetic),1.0
Sunburn - mild redness,burns,0.0,(Synthetic),1.0
Fishing hook embedded deep in eyelid,wounds,1.0,(Synthetic),1.0
Vaccinated cat scratch - minimal redness,rabies,0.0,https://www.vet.cornell.edu,0.0
Stung twice while moving a flowerpot – visible swelling,scorpion_sting,1,(Synthetic),1
Broken mirror caused deep cut on wrist,wounds,1,(Synthetic),1
Hot oil burn on face - blisters,burns,1.0,https://www.redcross.org,0.0
Gas stove flare-up burned eyelashes and brows,burns,1,(Synthetic),1
Construction worker unconscious after fall - no pulse detected,cpr,1.0,https://www.osha.gov,0.0
Man fainted during blood test - regained consciousness quickly,fainting,0.0,https://www.nhs.uk,0.0
Scorpion sting on infant - high fever and seizures,scorpion_sting,1.0,(Synthetic),1.0
Unresponsive - CPR,cpr,1.0,https://www.redcross.org,0.0
Sea snake bite while fishing - muscle paralysis developing,snake_bite,1.0,(Synthetic),1.0
"Mild sunburn after beach day - pink skin, no blisters",burns,0.0,(Synthetic),1.0
Brief contact with hot pan,burns,0.0,https://www.redcross.org,0.0
Pet bird peck - superficial,rabies,0.0,(Synthetic),1.0
Touched hot pan briefly - minor redness,burns,0.0,(Synthetic),1.0
"Child licked 9V battery - tongue burn, crying but alert",electric_shock,0.0,(Synthetic),1.0
Cardiac arrest in supermarket - bystander performing CPR,cpr,1.0,https://www.redcross.org,0.0
Elderly woman dizzy after standing - no fall,fainting,0.0,(Synthetic),1.0
Bitten while feeding stray animals behind market,rabies,1,(Synthetic),1
Swimmer panicking and waving arms in sea,drowning,1,(Synthetic),1
Bee sting in mouth - tongue swelling rapidly,bee_sting,1.0,(Synthetic),1.0
Touched hot stove - small red mark,burns,0.0,https://www.redcross.org,0.0
Pet dog scratch - vaccinated animal,rabies,0.0,(Synthetic),1.0
Child bit into charging cable - small burn on tongue,electric_shock,0.0,(Synthetic),1.0
Slipped on stairs – arm gashed by railing,wounds,1,(Synthetic),1
"Scorpion sting - mild pain, ice helping",scorpion_sting,0.0,(Synthetic),1.0
Twisted ankle - swollen but able to walk,fractures,0.0,https://www.nhs.uk,0.0
Child submerged in pool for 1 minute - unresponsive,drowning,1.0,(Synthetic),1.0
Bird peck - nothing,rabies,0.0,(Synthetic),1.0
Teen fainted after piercing - hit head on counter,fainting,1.0,https://www.safepiercing.org,0.0
Wasp sting - local redness and swelling,bee_sting,0.0,https://www.cdc.gov,0.0
A toddler started choking on a grape and could not breathe. The babysitter performed back blows and called 911.,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
"Scorpion sting - mild pain, no systemic symptoms",scorpion_sting,0.0,(Synthetic),1.0
Paper cut - minor bleeding stopped quickly,wounds,0.0,(Synthetic),1.0
Touched hot pan - small red mark,burns,0.0,https://www.redcross.org,0.0
Bee sting in mouth - tongue swelling,bee_sting,1.0,(Synthetic),1.0
Child inhaled pool water - coughing but responsive,drowning,0.0,(Synthetic),1.0
Baby stung on leg in crib – scorpion under mattress,scorpion_sting,1,(Synthetic),1
Garter snake - harmless,snake_bite,0.0,(Synthetic),1.0
Bleeding from foot after stepping on sharp seashell,wounds,0,(Synthetic),1
Paper cut - minor bleeding,wounds,0.0,https://www.redcross.org,0.0
Bruised knee after fall,fractures,0.0,(Synthetic),1.0
Boiling water spill on arm - red skin with blisters,burns,1.0,(Synthetic),1.0
Car crash victim - bone protruding from leg,fractures,1.0,(Synthetic),1.0
Dog bite followed by high fever and anxiety,rabies,1,(Synthetic),1
Swimmer inhaled water - coughing but responsive,drowning,0.0,(Synthetic),1.0
Non-venomous rat snake bite in garden - minor puncture,snake_bite,0.0,https://www.nationalgeographic.com,0.0
Static shock from carpet - no visible injury,electric_shock,0.0,https://www.nhs.uk,0.0
Twisted ankle - swelling but can bear weight,fractures,0.0,https://www.nhs.uk,0.0
Wood splinter embedded deep under skin – bleeding,wounds,0,(Synthetic),1
Swimmer cardiac arrest in pool - pulled out limp,cpr,1.0,(Synthetic),1.0
Child stepped on smoldering coal at campsite,burns,1,(Synthetic),1
Bitten by a monkey at a roadside temple – bleeding wound,rabies,1,(Synthetic),1
Touched motorcycle exhaust – skin reddened,burns,0,(Synthetic),1
Pet bird landed on shoulder,rabies,0.0,(Synthetic),1.0
Felt woozy after hot tub,fainting,0.0,(Synthetic),1.0
Bat found in child's bedroom - small bite on cheek,rabies,1.0,(Synthetic),1.0
Hiker bitten by unidentified snake - severe pain and sweating,snake_bite,1.0,https://www.redcross.org,0.0
Surfer unconscious after wipeout - water in lungs,drowning,1.0,https://www.surfline.com,0.0
Scorpion sting - ice helped quickly,scorpion_sting,0.0,(Synthetic),1.0
Stung while lifting a rock in desert area,scorpion_sting,1,(Synthetic),1
Baby choking - gagging but breathing,choking,0.0,(Synthetic),1.0
Face swelling rapidly after bee sting - known allergy,bee_sting,1.0,https://www.cdc.gov,0.0
Toddler submerged in pool for 30 seconds - coughing water,drowning,1.0,https://www.safekids.org,0.0
Glass shard cut - bleeding controlled with pressure,wounds,0.0,(Synthetic),1.0
Special needs adult choking on toy part - weak cough,choking,1.0,https://www.autismspeaks.org,0.0
Choking on ice cube - can't clear airway,choking,1.0,(Synthetic),1.0
Scorpion sting on foot - sharp pain radiating up leg,scorpion_sting,1.0,https://www.redcross.org,0.0
"During a soccer match, a player fell suddenly and stopped breathing. The coach initiated CPR immediately.",cpr,1.0,https://www.nhs.uk/conditions/first-aid/cpr/,0.0
Hair dryer fell in bathtub - minor burns on chest,electric_shock,1.0,(Synthetic),1.0
Deep knife wound in kitchen - blood soaking through towels,wounds,1.0,(Synthetic),1.0
Electrician fell from ladder after shock - second degree burns,electric_shock,1.0,https://www.osha.gov,0.0
CAR ACCIDENT – leg looks BROKEN!!!,fractures,1,(Synthetic),1
fell and now he can't MOVE his shoulder,fractures,1,(Synthetic),1
Fox bite in rural area - animal acting strangely,rabies,1.0,(Synthetic),1.0
Bee sting - mild reaction,bee_sting,0.0,(Synthetic),1.0
"Child licked exposed wires - burns around mouth, irregular heartbeat",electric_shock,1.0,(Synthetic),1.0
Stubbed toe - hurts,fractures,0.0,https://www.nhs.uk,0.0
Wasp sting - normal local reaction,bee_sting,0.0,(Synthetic),1.0
Dementia patient choking on pureed food - ineffective coughing,choking,1.0,(Synthetic),1.0
Deep glass cut - bleeding heavily despite pressure,wounds,1.0,https://www.redcross.org,0.0
Coughed after swallowing water wrong,drowning,0.0,(Synthetic),1.0
Harmless garden snake slithered over foot,snake_bite,0.0,(Synthetic),1.0
Light sunburn after beach day,burns,0.0,(Synthetic),1.0
Elderly woman fainted in store - conscious but confused,fainting,0.0,https://www.nhs.uk,0.0
Garter snake bite in garden - no reaction,snake_bite,0.0,(Synthetic),1.0
Skateboard fall - visible bone in forearm,fractures,1.0,(Synthetic),1.0
Someone gasping and unable to breathe in lake,drowning,1,(Synthetic),1
Elderly man choking on dentures - weak attempts to cough,choking,1.0,(Synthetic),1.0
Scorpion - mild,scorpion_sting,0.0,(Synthetic),1.0
Twisted ankle - can walk,fractures,0.0,https://www.nhs.uk,0.0
Teenager fainted after donating blood - recovered quickly with juice,fainting,0.0,https://www.redcrossblood.org,0.0
Scorpion sting - brief pain,scorpion_sting,0.0,(Synthetic),1.0
Unseen scorpion stung inside sleeping bag,scorpion_sting,1,(Synthetic),1
Brief underwater - okay,drowning,0.0,(Synthetic),1.0
Snake bite in jungle - blurred vision,snake_bite,1.0,(Synthetic),1.0
Multiple hornet stings - throat swelling shut,bee_sting,1.0,(Synthetic),1.0
Teen pulled from pool - not breathing,drowning,1.0,(Synthetic),1.0
Swimmer pulled from pool - no breathing or pulse,cpr,1.0,(Synthetic),1.0
Small cut - bandaged,wounds,0.0,https://www.redcross.org,0.0
Forearm sliced while changing window pane,wounds,1,(Synthetic),1
Garden snake slithered over foot,snake_bite,0.0,(Synthetic),1.0
Single wasp sting - minor swelling,bee_sting,0.0,(Synthetic),1.0
SKATEBOARDER CRASH - OPEN COMPOUND FRACTURE WITH BONE PROTRUDING!,fractures,1.0,(Synthetic),1.0
Unresponsive patient in nursing home - staff initiating CPR,cpr,1.0,https://www.redcross.org,0.0
Fainted post-vaccine - fine,fainting,0.0,https://www.who.int,0.0
Mild scorpion sting - ice helping,scorpion_sting,0.0,(Synthetic),1.0
Static shock - no injury,electric_shock,0.0,(Synthetic),1.0
Fishing hook embedded deep in hand,wounds,1.0,(Synthetic),1.0
FELL SKATEBOARDING – thinks his rib is cracked!!,fractures,1,(Synthetic),1
Car accident - glass shards embedded in face and neck,wounds,1.0,(Synthetic),1.0
Child bitten by copperhead - limb swelling rapidly,snake_bite,1.0,(Synthetic),1.0
Scorpion sting on toddler - high fever developing,scorpion_sting,1.0,(Synthetic),1.0
Steam - red,burns,0.0,https://www.redcross.org,0.0
Minor shock from outlet - startled,electric_shock,0.0,(Synthetic),1.0
Man in cardiac arrest - AED being applied,cpr,1.0,https://www.redcross.org,0.0
Static shock from car - no injury,electric_shock,0.0,(Synthetic),1.0
Hamster bite - no break in skin,rabies,0.0,(Synthetic),1.0
Scorpion sting - child unconscious,scorpion_sting,1.0,(Synthetic),1.0
Fainted and hit head on concrete,fainting,1.0,(Synthetic),1.0
Bride fainted during ceremony - woke up immediately,fainting,0.0,(Synthetic),1.0
"Teen with known allergy stung by bee - lips swelling, difficulty breathing",bee_sting,1.0,https://www.cdc.gov,0.0
Single honeybee sting - normal swelling,bee_sting,0.0,(Synthetic),1.0
Allergic reaction after bee sting on arm,bee_sting,1,(Synthetic),1
Boiling water spill - second degree arm burns,burns,1.0,https://www.redcross.org,0.0
Stung on lip while drinking from soda can outdoors,bee_sting,1,(Synthetic),1
Child passed out from dehydration - vomiting when awakened,fainting,1.0,(Synthetic),1.0
Woke up with sting on arm – scorpion found on bed,scorpion_sting,1,(Synthetic),1
Man fainted after seeing blood,fainting,0.0,https://www.who.int,0.0
Teen fainted after marathon - vomiting when awake,fainting,1.0,(Synthetic),1.0
"Infant choking on balloon - silent crying, lips blue",choking,1.0,(Synthetic),1.0
Choking on ice cube - grabbing throat,choking,1.0,(Synthetic),1.0
Cobra spit in eyes - blindness,snake_bite,1.0,(Synthetic),1.0
Rattlesnake bite on ankle - rapid swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
Car crash - open femur fracture with bone protruding,fractures,1.0,(Synthetic),1.0
"Man in 50s collapsed at restaurant - no pulse, skin pale and clammy",cpr,1.0,https://www.redcross.org,0.0
Person unresponsive after falling into pond,drowning,1,(Synthetic),1
Deep cut from broken bottle - arterial bleeding,wounds,1.0,https://www.who.int,0.0
Deep axe wound in thigh - blood pulsating out,wounds,1.0,(Synthetic),1.0
Bee sting on eyelid - eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
STROKE PATIENT CHOKING ON SALIVA - UNABLE TO PROTECT AIRWAY!,choking,1.0,https://www.stroke.org,0.0
Lightning strike victim - burn patterns on chest,electric_shock,1.0,(Synthetic),1.0
Deep cut from glass - bleeding through bandage,wounds,1.0,https://www.redcross.org,0.0
A man began choking on steak at dinner. He signaled he was in distress but couldn’t cough. Heimlich maneuver was used while calling for help.,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
Special needs adult choking on sensory toy - weak gag reflex,choking,1.0,(Synthetic),1.0
Twisted ankle - painful but can walk,fractures,0.0,https://www.nhs.uk,0.0
Man found unresponsive in office - coworkers starting CPR,cpr,1.0,https://www.redcross.org,0.0
Toddler choking on balloon fragment,choking,1.0,(Synthetic),1.0
Felt sharp bite on toe while walking barefoot near river,snake_bite,1,(Synthetic),1
Minor shock from appliance - no visible injury,electric_shock,0.0,(Synthetic),1.0
"Cobra spit in eyes - blurred vision, intense pain",snake_bite,1.0,(Synthetic),1.0
Pet cat scratch - superficial,rabies,0.0,(Synthetic),1.0
Wasp sting - normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
Kitchen knife slip - superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
Static shock from office equipment - no injury,electric_shock,0.0,(Synthetic),1.0
Minor shock from outlet,electric_shock,0.0,(Synthetic),1.0
Mosquito bite - normal itching,bee_sting,0.0,(Synthetic),1.0
Child inhaled water and is coughing violently,drowning,1,(Synthetic),1
Special needs child choking on small toy part,choking,1.0,(Synthetic),1.0
Scorpion sting - ice helping,scorpion_sting,0.0,(Synthetic),1.0
A man touched exposed wiring and screamed in pain. His muscles contracted and he collapsed. CPR was initiated.,electric_shock,1.0,https://www.hse.gov.uk/electricity/injuries.htm,0.0
Minor electric shock from appliance - small burn on fingers,electric_shock,0.0,(Synthetic),1.0
Black mamba bite - paralysis spreading rapidly,snake_bite,1.0,(Synthetic),1.0
Deep cut from kitchen knife - bleeding controlled with pressure,wounds,1.0,https://www.who.int,0.0
Dog with no vaccination bit a child on the leg while playing outside,rabies,1,(Synthetic),1
"Man collapsed during marathon - no pulse, bystanders starting chest compressions",cpr,1.0,(Synthetic),1.0
Sharp sting under finger – scorpion under laptop,scorpion_sting,1,(Synthetic),1
Minor shock - okay,electric_shock,0.0,(Synthetic),1.0
Single bee sting - normal,bee_sting,0.0,https://www.cdc.gov,0.0
Single wasp sting - localized redness and itching,bee_sting,0.0,https://www.cdc.gov,0.0
Paper cut while opening mail,wounds,0.0,(Synthetic),1.0
